date,product_id,category,price,promotion,stock,demand
2023-09-19,A,Electronics,18,1,307,89
2023-09-19,B,Grocery,198,0,464,26
2023-09-19,C,Clothing,186,0,436,61
2023-09-19,D,Home,198,0,395,60
2023-09-19,E,Sports,24,0,172,78
2023-09-20,A,Electronics,174,0,308,8
2023-09-20,B,Grocery,164,1,215,23
2023-09-20,C,Clothing,111,0,223,56
2023-09-20,D,Home,30,0,249,73
2023-09-20,E,Sports,29,0,313,59
2023-09-21,A,Electronics,163,0,443,32
2023-09-21,B,Grocery,45,0,133,32
2023-09-21,C,Clothing,102,0,385,55
2023-09-21,D,Home,168,0,63,34
2023-09-21,E,Sports,81,0,264,56
2023-09-22,A,Electronics,51,1,213,36
2023-09-22,B,Grocery,126,0,460,53
2023-09-22,C,Clothing,179,0,485,2
2023-09-22,D,Home,79,0,102,7
2023-09-22,E,Sports,91,0,136,69
2023-09-23,A,Electronics,121,1,261,54
2023-09-23,B,Grocery,138,0,166,64
2023-09-23,C,Clothing,84,0,265,11
2023-09-23,D,Home,163,0,382,57
2023-09-23,E,Sports,25,1,108,57
2023-09-24,A,Electronics,24,1,298,92
2023-09-24,B,Grocery,150,0,443,60
2023-09-24,C,Clothing,112,0,346,79
2023-09-24,D,Home,16,0,98,39
2023-09-24,E,Sports,185,0,128,38
2023-09-25,A,Electronics,126,1,213,44
2023-09-25,B,Grocery,10,0,237,32
2023-09-25,C,Clothing,192,0,266,45
2023-09-25,D,Home,74,0,374,63
2023-09-25,E,Sports,77,0,341,59
2023-09-26,A,Electronics,187,1,218,67
2023-09-26,B,Grocery,48,0,334,41
2023-09-26,C,Clothing,26,0,385,43
2023-09-26,D,Home,11,0,293,73
2023-09-26,E,Sports,68,0,402,57
2023-09-27,A,Electronics,91,0,193,38
2023-09-27,B,Grocery,144,0,319,1
2023-09-27,C,Clothing,90,1,118,51
2023-09-27,D,Home,186,0,466,58
2023-09-27,E,Sports,134,1,163,90
2023-09-28,A,Electronics,143,0,169,79
2023-09-28,B,Grocery,194,0,482,27
2023-09-28,C,Clothing,84,1,319,79
2023-09-28,D,Home,66,1,245,45
2023-09-28,E,Sports,61,0,342,73
2023-09-29,A,Electronics,168,0,94,16
2023-09-29,B,Grocery,42,0,175,6
2023-09-29,C,Clothing,194,1,302,55
2023-09-29,D,Home,139,0,111,41
2023-09-29,E,Sports,53,0,212,26
2023-09-30,A,Electronics,139,0,494,59
2023-09-30,B,Grocery,139,0,401,28
2023-09-30,C,Clothing,67,1,155,118
2023-09-30,D,Home,171,0,335,55
2023-09-30,E,Sports,127,0,104,77
2023-10-01,A,Electronics,195,0,354,70
2023-10-01,B,Grocery,20,1,408,65
2023-10-01,C,Clothing,196,1,163,71
2023-10-01,D,Home,66,0,416,34
2023-10-01,E,Sports,164,0,89,84
2023-10-02,A,Electronics,92,0,433,40
2023-10-02,B,Grocery,106,0,416,51
2023-10-02,C,Clothing,35,1,401,32
2023-10-02,D,Home,142,0,71,58
2023-10-02,E,Sports,170,1,156,103
2023-10-03,A,Electronics,48,1,466,26
2023-10-03,B,Grocery,175,0,435,51
2023-10-03,C,Clothing,83,0,322,30
2023-10-03,D,Home,79,0,199,50
2023-10-03,E,Sports,31,0,100,1
2023-10-04,A,Electronics,113,0,483,30
2023-10-04,B,Grocery,18,0,128,29
2023-10-04,C,Clothing,22,0,275,47
2023-10-04,D,Home,129,0,492,33
2023-10-04,E,Sports,156,0,372,49
2023-10-05,A,Electronics,148,0,170,65
2023-10-05,B,Grocery,100,0,141,74
2023-10-05,C,Clothing,46,0,222,74
2023-10-05,D,Home,108,1,455,120
2023-10-05,E,Sports,152,1,365,84
2023-10-06,A,Electronics,83,1,482,68
2023-10-06,B,Grocery,75,0,215,18
2023-10-06,C,Clothing,35,1,78,60
2023-10-06,D,Home,190,0,372,28
2023-10-06,E,Sports,96,0,198,23
2023-10-07,A,Electronics,53,0,405,79
2023-10-07,B,Grocery,136,1,428,58
2023-10-07,C,Clothing,167,1,118,79
2023-10-07,D,Home,78,1,148,11
2023-10-07,E,Sports,103,0,223,48
2023-10-08,A,Electronics,197,1,80,46
2023-10-08,B,Grocery,112,1,150,52
2023-10-08,C,Clothing,189,0,478,33
2023-10-08,D,Home,34,0,435,65
2023-10-08,E,Sports,178,0,372,28
2023-10-09,A,Electronics,57,0,458,28
2023-10-09,B,Grocery,85,1,143,88
2023-10-09,C,Clothing,191,0,436,66
2023-10-09,D,Home,78,1,153,76
2023-10-09,E,Sports,25,0,421,56
2023-10-10,A,Electronics,48,0,138,77
2023-10-10,B,Grocery,137,0,227,17
2023-10-10,C,Clothing,24,1,341,106
2023-10-10,D,Home,33,0,354,70
2023-10-10,E,Sports,99,1,109,37
2023-10-11,A,Electronics,23,0,128,18
2023-10-11,B,Grocery,30,0,450,29
2023-10-11,C,Clothing,29,0,207,54
2023-10-11,D,Home,193,0,126,23
2023-10-11,E,Sports,27,1,122,69
2023-10-12,A,Electronics,191,1,66,65
2023-10-12,B,Grocery,97,0,390,57
2023-10-12,C,Clothing,198,0,302,8
2023-10-12,D,Home,25,0,473,17
2023-10-12,E,Sports,30,0,227,11
2023-10-13,A,Electronics,36,0,453,29
2023-10-13,B,Grocery,101,0,486,32
2023-10-13,C,Clothing,64,0,306,64
2023-10-13,D,Home,184,1,286,98
2023-10-13,E,Sports,131,0,80,59
2023-10-14,A,Electronics,115,1,273,89
2023-10-14,B,Grocery,118,0,240,45
2023-10-14,C,Clothing,125,0,387,3
2023-10-14,D,Home,115,0,135,65
2023-10-14,E,Sports,108,0,284,37
2023-10-15,A,Electronics,168,0,476,43
2023-10-15,B,Grocery,123,0,156,40
2023-10-15,C,Clothing,68,0,139,43
2023-10-15,D,Home,132,0,185,74
2023-10-15,E,Sports,151,0,167,60
2023-10-16,A,Electronics,148,0,240,61
2023-10-16,B,Grocery,165,0,124,49
2023-10-16,C,Clothing,147,0,220,52
2023-10-16,D,Home,78,0,309,52
2023-10-16,E,Sports,130,0,420,93
2023-10-17,A,Electronics,90,0,92,37
2023-10-17,B,Grocery,76,0,445,14
2023-10-17,C,Clothing,166,0,386,11
2023-10-17,D,Home,151,0,477,12
2023-10-17,E,Sports,129,0,329,32
2023-10-18,A,Electronics,33,1,370,62
2023-10-18,B,Grocery,171,0,444,74
2023-10-18,C,Clothing,51,0,333,21
2023-10-18,D,Home,127,0,286,31
2023-10-18,E,Sports,109,0,310,52
2023-10-19,A,Electronics,184,0,331,65
2023-10-19,B,Grocery,16,0,176,71
2023-10-19,C,Clothing,141,0,413,71
2023-10-19,D,Home,165,0,246,21
2023-10-19,E,Sports,133,0,444,32
2023-10-20,A,Electronics,160,0,238,59
2023-10-20,B,Grocery,57,0,164,22
2023-10-20,C,Clothing,34,0,421,47
2023-10-20,D,Home,89,0,76,36
2023-10-20,E,Sports,156,0,304,74
2023-10-21,A,Electronics,147,0,388,81
2023-10-21,B,Grocery,110,0,154,47
2023-10-21,C,Clothing,116,1,300,109
2023-10-21,D,Home,132,1,271,80
2023-10-21,E,Sports,192,0,249,84
2023-10-22,A,Electronics,15,0,285,75
2023-10-22,B,Grocery,42,0,89,37
2023-10-22,C,Clothing,135,1,313,58
2023-10-22,D,Home,190,1,359,68
2023-10-22,E,Sports,199,0,488,25
2023-10-23,A,Electronics,17,0,344,46
2023-10-23,B,Grocery,47,0,185,21
2023-10-23,C,Clothing,88,0,285,36
2023-10-23,D,Home,119,1,357,32
2023-10-23,E,Sports,158,1,235,72
2023-10-24,A,Electronics,124,0,170,62
2023-10-24,B,Grocery,122,0,282,48
2023-10-24,C,Clothing,147,0,458,52
2023-10-24,D,Home,65,0,409,49
2023-10-24,E,Sports,141,0,302,5
2023-10-25,A,Electronics,111,0,284,67
2023-10-25,B,Grocery,144,1,71,119
2023-10-25,C,Clothing,112,0,445,53
2023-10-25,D,Home,64,0,280,1
2023-10-25,E,Sports,45,0,394,95
2023-10-26,A,Electronics,139,1,190,37
2023-10-26,B,Grocery,42,0,325,69
2023-10-26,C,Clothing,32,0,273,50
2023-10-26,D,Home,124,0,148,46
2023-10-26,E,Sports,175,0,116,49
2023-10-27,A,Electronics,100,0,338,33
2023-10-27,B,Grocery,135,0,204,41
2023-10-27,C,Clothing,123,1,69,79
2023-10-27,D,Home,28,0,425,15
2023-10-27,E,Sports,109,0,139,45
2023-10-28,A,Electronics,85,0,450,35
2023-10-28,B,Grocery,98,0,152,45
2023-10-28,C,Clothing,15,0,171,38
2023-10-28,D,Home,153,0,441,46
2023-10-28,E,Sports,193,1,170,74
2023-10-29,A,Electronics,146,0,363,31
2023-10-29,B,Grocery,191,1,95,83
2023-10-29,C,Clothing,48,0,342,39
2023-10-29,D,Home,127,1,153,65
2023-10-29,E,Sports,131,1,162,69
2023-10-30,A,Electronics,65,0,184,65
2023-10-30,B,Grocery,122,0,93,42
2023-10-30,C,Clothing,147,1,404,51
2023-10-30,D,Home,169,1,443,94
2023-10-30,E,Sports,132,0,239,36
2023-10-31,A,Electronics,191,0,253,36
2023-10-31,B,Grocery,91,0,230,46
2023-10-31,C,Clothing,180,0,344,15
2023-10-31,D,Home,147,0,376,40
2023-10-31,E,Sports,125,0,73,39
2023-11-01,A,Electronics,136,0,283,53
2023-11-01,B,Grocery,20,0,378,78
2023-11-01,C,Clothing,194,0,190,29
2023-11-01,D,Home,106,0,445,55
2023-11-01,E,Sports,168,0,177,56
2023-11-02,A,Electronics,43,0,408,34
2023-11-02,B,Grocery,25,0,472,80
2023-11-02,C,Clothing,70,0,75,64
2023-11-02,D,Home,79,1,412,107
2023-11-02,E,Sports,79,0,162,40
2023-11-03,A,Electronics,101,1,335,83
2023-11-03,B,Grocery,27,0,59,67
2023-11-03,C,Clothing,86,0,406,23
2023-11-03,D,Home,154,0,488,78
2023-11-03,E,Sports,62,1,194,56
2023-11-04,A,Electronics,15,0,198,13
2023-11-04,B,Grocery,98,0,203,76
2023-11-04,C,Clothing,90,0,198,27
2023-11-04,D,Home,25,0,169,45
2023-11-04,E,Sports,106,1,115,12
2023-11-05,A,Electronics,159,1,95,132
2023-11-05,B,Grocery,164,0,426,10
2023-11-05,C,Clothing,124,0,368,55
2023-11-05,D,Home,165,0,221,63
2023-11-05,E,Sports,186,0,390,33
2023-11-06,A,Electronics,83,0,412,89
2023-11-06,B,Grocery,52,1,424,113
2023-11-06,C,Clothing,143,0,483,50
2023-11-06,D,Home,162,0,174,20
2023-11-06,E,Sports,115,0,242,51
2023-11-07,A,Electronics,195,1,253,95
2023-11-07,B,Grocery,45,0,101,42
2023-11-07,C,Clothing,155,0,474,27
2023-11-07,D,Home,19,0,237,53
2023-11-07,E,Sports,12,0,348,27
2023-11-08,A,Electronics,118,0,165,67
2023-11-08,B,Grocery,66,0,99,10
2023-11-08,C,Clothing,52,0,203,14
2023-11-08,D,Home,51,0,182,80
2023-11-08,E,Sports,157,1,110,7
2023-11-09,A,Electronics,136,0,445,26
2023-11-09,B,Grocery,33,0,319,45
2023-11-09,C,Clothing,33,0,493,32
2023-11-09,D,Home,175,0,287,44
2023-11-09,E,Sports,188,0,212,80
2023-11-10,A,Electronics,51,0,461,53
2023-11-10,B,Grocery,147,0,236,36
2023-11-10,C,Clothing,41,1,475,89
2023-11-10,D,Home,138,0,105,27
2023-11-10,E,Sports,61,0,140,55
2023-11-11,A,Electronics,119,0,98,17
2023-11-11,B,Grocery,146,0,154,57
2023-11-11,C,Clothing,115,0,348,24
2023-11-11,D,Home,138,0,420,91
2023-11-11,E,Sports,174,1,174,62
2023-11-12,A,Electronics,134,0,210,70
2023-11-12,B,Grocery,29,1,237,97
2023-11-12,C,Clothing,155,0,302,14
2023-11-12,D,Home,67,0,250,82
2023-11-12,E,Sports,94,1,442,38
2023-11-13,A,Electronics,194,0,374,71
2023-11-13,B,Grocery,65,0,456,33
2023-11-13,C,Clothing,143,0,424,36
2023-11-13,D,Home,197,0,119,66
2023-11-13,E,Sports,178,0,111,51
2023-11-14,A,Electronics,94,0,77,35
2023-11-14,B,Grocery,60,0,153,82
2023-11-14,C,Clothing,48,0,326,32
2023-11-14,D,Home,197,0,366,85
2023-11-14,E,Sports,185,1,82,62
2023-11-15,A,Electronics,93,0,114,71
2023-11-15,B,Grocery,32,0,158,22
2023-11-15,C,Clothing,150,0,447,28
2023-11-15,D,Home,40,0,130,65
2023-11-15,E,Sports,158,0,254,89
2023-11-16,A,Electronics,29,0,97,34
2023-11-16,B,Grocery,138,0,181,86
2023-11-16,C,Clothing,43,0,92,19
2023-11-16,D,Home,79,1,291,114
2023-11-16,E,Sports,81,0,481,35
2023-11-17,A,Electronics,62,0,477,55
2023-11-17,B,Grocery,29,0,453,15
2023-11-17,C,Clothing,187,0,379,35
2023-11-17,D,Home,77,0,494,60
2023-11-17,E,Sports,99,0,160,79
2023-11-18,A,Electronics,84,1,177,49
2023-11-18,B,Grocery,31,0,394,59
2023-11-18,C,Clothing,153,0,122,30
2023-11-18,D,Home,178,0,336,25
2023-11-18,E,Sports,121,0,499,90
2023-11-19,A,Electronics,165,0,470,56
2023-11-19,B,Grocery,135,0,187,70
2023-11-19,C,Clothing,47,1,445,76
2023-11-19,D,Home,178,0,334,70
2023-11-19,E,Sports,23,1,467,38
2023-11-20,A,Electronics,167,1,330,79
2023-11-20,B,Grocery,145,0,272,79
2023-11-20,C,Clothing,18,1,239,54
2023-11-20,D,Home,148,0,325,28
2023-11-20,E,Sports,13,0,204,72
2023-11-21,A,Electronics,56,0,143,58
2023-11-21,B,Grocery,134,0,122,62
2023-11-21,C,Clothing,86,0,353,6
2023-11-21,D,Home,67,0,324,95
2023-11-21,E,Sports,37,0,294,98
2023-11-22,A,Electronics,151,1,430,121
2023-11-22,B,Grocery,154,0,201,26
2023-11-22,C,Clothing,52,0,313,53
2023-11-22,D,Home,93,0,65,8
2023-11-22,E,Sports,58,0,356,78
2023-11-23,A,Electronics,85,1,64,67
2023-11-23,B,Grocery,54,1,367,66
2023-11-23,C,Clothing,55,0,113,85
2023-11-23,D,Home,199,0,101,49
2023-11-23,E,Sports,92,0,115,83
2023-11-24,A,Electronics,107,1,362,59
2023-11-24,B,Grocery,98,0,57,19
2023-11-24,C,Clothing,114,1,387,42
2023-11-24,D,Home,120,0,370,82
2023-11-24,E,Sports,24,0,160,74
2023-11-25,A,Electronics,174,0,180,100
2023-11-25,B,Grocery,165,0,460,39
2023-11-25,C,Clothing,47,1,149,99
2023-11-25,D,Home,119,0,245,101
2023-11-25,E,Sports,137,0,154,53
2023-11-26,A,Electronics,155,1,143,111
2023-11-26,B,Grocery,21,0,454,90
2023-11-26,C,Clothing,98,1,404,81
2023-11-26,D,Home,34,0,492,62
2023-11-26,E,Sports,127,0,143,44
2023-11-27,A,Electronics,139,1,63,72
2023-11-27,B,Grocery,184,0,221,44
2023-11-27,C,Clothing,161,0,160,85
2023-11-27,D,Home,83,0,404,49
2023-11-27,E,Sports,77,0,447,82
2023-11-28,A,Electronics,72,0,273,68
2023-11-28,B,Grocery,22,0,243,87
2023-11-28,C,Clothing,164,0,493,46
2023-11-28,D,Home,37,1,114,122
2023-11-28,E,Sports,184,0,343,66
2023-11-29,A,Electronics,62,0,477,80
2023-11-29,B,Grocery,48,0,205,6
2023-11-29,C,Clothing,76,0,291,36
2023-11-29,D,Home,146,0,280,73
2023-11-29,E,Sports,70,1,217,68
2023-11-30,A,Electronics,170,0,65,72
2023-11-30,B,Grocery,71,0,412,41
2023-11-30,C,Clothing,112,0,456,86
2023-11-30,D,Home,66,0,414,62
2023-11-30,E,Sports,44,0,326,40
2023-12-01,A,Electronics,43,0,426,86
2023-12-01,B,Grocery,106,0,337,31
2023-12-01,C,Clothing,165,0,272,74
2023-12-01,D,Home,116,1,431,131
2023-12-01,E,Sports,82,0,406,29
2023-12-02,A,Electronics,132,0,358,66
2023-12-02,B,Grocery,87,0,397,74
2023-12-02,C,Clothing,28,1,198,84
2023-12-02,D,Home,165,0,287,33
2023-12-02,E,Sports,53,0,110,51
2023-12-03,A,Electronics,76,0,160,78
2023-12-03,B,Grocery,108,0,76,81
2023-12-03,C,Clothing,198,0,289,36
2023-12-03,D,Home,24,0,57,69
2023-12-03,E,Sports,65,1,480,80
2023-12-04,A,Electronics,92,1,335,126
2023-12-04,B,Grocery,40,0,229,20
2023-12-04,C,Clothing,49,0,55,53
2023-12-04,D,Home,36,0,252,54
2023-12-04,E,Sports,148,0,429,89
2023-12-05,A,Electronics,13,1,162,60
2023-12-05,B,Grocery,112,0,173,100
2023-12-05,C,Clothing,40,0,205,51
2023-12-05,D,Home,152,0,51,64
2023-12-05,E,Sports,109,0,163,49
2023-12-06,A,Electronics,35,1,114,88
2023-12-06,B,Grocery,10,1,284,37
2023-12-06,C,Clothing,90,0,213,86
2023-12-06,D,Home,30,0,190,65
2023-12-06,E,Sports,65,0,336,29
2023-12-07,A,Electronics,123,0,177,40
2023-12-07,B,Grocery,73,0,475,41
2023-12-07,C,Clothing,90,0,463,79
2023-12-07,D,Home,47,0,74,76
2023-12-07,E,Sports,170,0,406,43
2023-12-08,A,Electronics,186,1,480,83
2023-12-08,B,Grocery,78,1,265,96
2023-12-08,C,Clothing,69,0,462,21
2023-12-08,D,Home,193,0,194,50
2023-12-08,E,Sports,197,0,453,29
2023-12-09,A,Electronics,66,1,99,100
2023-12-09,B,Grocery,157,0,279,101
2023-12-09,C,Clothing,127,1,129,55
2023-12-09,D,Home,154,0,431,109
2023-12-09,E,Sports,60,0,76,85
2023-12-10,A,Electronics,55,0,464,61
2023-12-10,B,Grocery,190,0,366,37
2023-12-10,C,Clothing,61,1,296,31
2023-12-10,D,Home,45,0,487,47
2023-12-10,E,Sports,114,0,455,111
2023-12-11,A,Electronics,36,0,86,63
2023-12-11,B,Grocery,128,0,107,57
2023-12-11,C,Clothing,181,0,405,68
2023-12-11,D,Home,198,0,186,53
2023-12-11,E,Sports,153,0,428,105
2023-12-12,A,Electronics,66,0,386,75
2023-12-12,B,Grocery,150,0,324,96
2023-12-12,C,Clothing,91,0,110,83
2023-12-12,D,Home,40,0,338,33
2023-12-12,E,Sports,135,0,96,40
2023-12-13,A,Electronics,116,0,324,85
2023-12-13,B,Grocery,127,0,303,41
2023-12-13,C,Clothing,68,0,213,66
2023-12-13,D,Home,99,0,360,75
2023-12-13,E,Sports,30,0,70,71
2023-12-14,A,Electronics,53,0,209,90
2023-12-14,B,Grocery,78,0,117,15
2023-12-14,C,Clothing,88,0,322,52
2023-12-14,D,Home,193,0,72,82
2023-12-14,E,Sports,10,0,180,59
2023-12-15,A,Electronics,38,0,138,79
2023-12-15,B,Grocery,170,0,455,19
2023-12-15,C,Clothing,94,0,282,75
2023-12-15,D,Home,35,0,90,49
2023-12-15,E,Sports,38,0,296,42
2023-12-16,A,Electronics,183,0,482,97
2023-12-16,B,Grocery,194,0,428,27
2023-12-16,C,Clothing,149,1,104,131
2023-12-16,D,Home,170,0,210,71
2023-12-16,E,Sports,61,0,187,76
2023-12-17,A,Electronics,86,0,436,90
2023-12-17,B,Grocery,78,0,169,34
2023-12-17,C,Clothing,80,1,457,135
2023-12-17,D,Home,155,0,145,50
2023-12-17,E,Sports,106,0,162,82
2023-12-18,A,Electronics,170,0,170,61
2023-12-18,B,Grocery,131,0,331,78
2023-12-18,C,Clothing,29,1,65,88
2023-12-18,D,Home,136,0,267,52
2023-12-18,E,Sports,82,0,180,66
2023-12-19,A,Electronics,25,0,291,41
2023-12-19,B,Grocery,139,1,248,50
2023-12-19,C,Clothing,56,0,455,53
2023-12-19,D,Home,81,0,347,59
2023-12-19,E,Sports,11,0,324,30
2023-12-20,A,Electronics,98,0,245,92
2023-12-20,B,Grocery,91,0,203,34
2023-12-20,C,Clothing,164,0,222,57
2023-12-20,D,Home,119,0,404,9
2023-12-20,E,Sports,21,0,60,64
2023-12-21,A,Electronics,175,0,237,93
2023-12-21,B,Grocery,19,0,129,74
2023-12-21,C,Clothing,77,0,397,90
2023-12-21,D,Home,28,0,198,76
2023-12-21,E,Sports,36,0,322,18
2023-12-22,A,Electronics,132,0,82,101
2023-12-22,B,Grocery,50,0,488,16
2023-12-22,C,Clothing,192,0,217,57
2023-12-22,D,Home,42,0,160,83
2023-12-22,E,Sports,47,0,474,24
2023-12-23,A,Electronics,190,0,368,21
2023-12-23,B,Grocery,154,0,278,50
2023-12-23,C,Clothing,22,1,377,124
2023-12-23,D,Home,130,0,263,25
2023-12-23,E,Sports,146,0,259,75
2023-12-24,A,Electronics,55,0,116,71
2023-12-24,B,Grocery,32,0,143,102
2023-12-24,C,Clothing,107,0,232,102
2023-12-24,D,Home,127,0,149,104
2023-12-24,E,Sports,95,0,220,71
2023-12-25,A,Electronics,21,1,309,156
2023-12-25,B,Grocery,16,0,265,58
2023-12-25,C,Clothing,39,0,122,92
2023-12-25,D,Home,46,1,256,136
2023-12-25,E,Sports,56,0,159,109
2023-12-26,A,Electronics,10,0,180,51
2023-12-26,B,Grocery,172,0,64,82
2023-12-26,C,Clothing,69,0,345,100
2023-12-26,D,Home,130,0,196,91
2023-12-26,E,Sports,118,0,139,73
2023-12-27,A,Electronics,93,0,126,93
2023-12-27,B,Grocery,92,0,224,106
2023-12-27,C,Clothing,104,0,272,75
2023-12-27,D,Home,83,0,161,78
2023-12-27,E,Sports,79,0,267,63
2023-12-28,A,Electronics,28,0,306,66
2023-12-28,B,Grocery,121,0,499,70
2023-12-28,C,Clothing,77,0,380,84
2023-12-28,D,Home,139,0,385,100
2023-12-28,E,Sports,81,0,319,94
2023-12-29,A,Electronics,65,0,272,43
2023-12-29,B,Grocery,125,0,238,46
2023-12-29,C,Clothing,173,1,298,151
2023-12-29,D,Home,70,0,223,59
2023-12-29,E,Sports,91,0,165,93
2023-12-30,A,Electronics,187,1,337,125
2023-12-30,B,Grocery,194,0,318,45
2023-12-30,C,Clothing,38,1,97,96
2023-12-30,D,Home,110,0,120,22
2023-12-30,E,Sports,81,0,277,47
2023-12-31,A,Electronics,184,0,89,40
2023-12-31,B,Grocery,30,1,306,91
2023-12-31,C,Clothing,42,0,309,48
2023-12-31,D,Home,192,1,362,79
2023-12-31,E,Sports,178,1,283,50
2024-01-01,A,Electronics,39,0,67,51
2024-01-01,B,Grocery,163,1,426,122
2024-01-01,C,Clothing,65,0,80,27
2024-01-01,D,Home,106,0,472,87
2024-01-01,E,Sports,176,0,120,49
2024-01-02,A,Electronics,103,0,125,79
2024-01-02,B,Grocery,169,0,133,101
2024-01-02,C,Clothing,184,0,50,24
2024-01-02,D,Home,22,0,212,102
2024-01-02,E,Sports,120,0,254,80
2024-01-03,A,Electronics,54,0,213,42
2024-01-03,B,Grocery,144,0,320,67
2024-01-03,C,Clothing,121,0,232,75
2024-01-03,D,Home,116,0,427,88
2024-01-03,E,Sports,123,0,195,71
2024-01-04,A,Electronics,144,0,163,120
2024-01-04,B,Grocery,143,0,215,98
2024-01-04,C,Clothing,26,0,265,45
2024-01-04,D,Home,121,0,367,47
2024-01-04,E,Sports,125,1,222,89
2024-01-05,A,Electronics,30,0,357,31
2024-01-05,B,Grocery,60,0,388,69
2024-01-05,C,Clothing,102,0,137,64
2024-01-05,D,Home,101,0,352,117
2024-01-05,E,Sports,10,0,184,44
2024-01-06,A,Electronics,166,0,75,40
2024-01-06,B,Grocery,127,1,453,42
2024-01-06,C,Clothing,76,0,178,82
2024-01-06,D,Home,151,0,405,58
2024-01-06,E,Sports,129,0,128,94
2024-01-07,A,Electronics,33,0,200,105
2024-01-07,B,Grocery,178,0,482,39
2024-01-07,C,Clothing,144,1,203,47
2024-01-07,D,Home,47,0,180,119
2024-01-07,E,Sports,77,0,177,41
2024-01-08,A,Electronics,167,0,78,81
2024-01-08,B,Grocery,131,0,348,80
2024-01-08,C,Clothing,130,0,378,37
2024-01-08,D,Home,100,1,460,177
2024-01-08,E,Sports,73,0,443,40
2024-01-09,A,Electronics,38,0,144,87
2024-01-09,B,Grocery,158,0,253,80
2024-01-09,C,Clothing,89,0,484,118
2024-01-09,D,Home,162,0,207,90
2024-01-09,E,Sports,32,1,489,49
2024-01-10,A,Electronics,11,0,137,78
2024-01-10,B,Grocery,150,0,277,114
2024-01-10,C,Clothing,137,0,249,85
2024-01-10,D,Home,32,0,180,28
2024-01-10,E,Sports,38,1,410,83
2024-01-11,A,Electronics,80,0,375,79
2024-01-11,B,Grocery,30,0,436,41
2024-01-11,C,Clothing,16,0,194,29
2024-01-11,D,Home,123,0,75,93
2024-01-11,E,Sports,104,1,84,159
2024-01-12,A,Electronics,132,1,298,150
2024-01-12,B,Grocery,86,0,141,89
2024-01-12,C,Clothing,145,0,245,9
2024-01-12,D,Home,189,0,53,79
2024-01-12,E,Sports,193,0,154,72
2024-01-13,A,Electronics,35,0,115,116
2024-01-13,B,Grocery,195,1,403,147
2024-01-13,C,Clothing,26,0,493,89
2024-01-13,D,Home,45,0,97,8
2024-01-13,E,Sports,77,0,295,113
2024-01-14,A,Electronics,125,0,303,37
2024-01-14,B,Grocery,134,0,237,27
2024-01-14,C,Clothing,85,0,447,101
2024-01-14,D,Home,124,0,362,54
2024-01-14,E,Sports,59,0,63,103
2024-01-15,A,Electronics,31,0,373,68
2024-01-15,B,Grocery,82,0,452,46
2024-01-15,C,Clothing,94,1,188,53
2024-01-15,D,Home,34,0,496,76
2024-01-15,E,Sports,199,0,246,17
2024-01-16,A,Electronics,142,0,492,89
2024-01-16,B,Grocery,134,0,283,47
2024-01-16,C,Clothing,143,0,367,100
2024-01-16,D,Home,196,0,356,95
2024-01-16,E,Sports,113,1,172,129
2024-01-17,A,Electronics,119,0,321,57
2024-01-17,B,Grocery,104,1,418,117
2024-01-17,C,Clothing,156,0,367,84
2024-01-17,D,Home,37,0,323,87
2024-01-17,E,Sports,17,0,100,83
2024-01-18,A,Electronics,92,1,142,75
2024-01-18,B,Grocery,19,0,336,90
2024-01-18,C,Clothing,59,0,342,92
2024-01-18,D,Home,166,0,465,115
2024-01-18,E,Sports,143,0,428,125
2024-01-19,A,Electronics,99,0,415,37
2024-01-19,B,Grocery,43,1,408,147
2024-01-19,C,Clothing,166,1,301,132
2024-01-19,D,Home,35,0,161,40
2024-01-19,E,Sports,118,0,84,90
2024-01-20,A,Electronics,34,0,283,44
2024-01-20,B,Grocery,78,0,495,42
2024-01-20,C,Clothing,90,0,163,40
2024-01-20,D,Home,140,0,342,107
2024-01-20,E,Sports,44,0,229,74
2024-01-21,A,Electronics,173,0,466,51
2024-01-21,B,Grocery,177,1,322,152
2024-01-21,C,Clothing,68,0,107,93
2024-01-21,D,Home,117,0,260,50
2024-01-21,E,Sports,131,0,383,94
2024-01-22,A,Electronics,102,0,378,105
2024-01-22,B,Grocery,146,0,286,96
2024-01-22,C,Clothing,18,0,184,61
2024-01-22,D,Home,70,0,299,44
2024-01-22,E,Sports,94,0,69,70
2024-01-23,A,Electronics,149,0,404,110
2024-01-23,B,Grocery,187,0,346,72
2024-01-23,C,Clothing,56,0,54,95
2024-01-23,D,Home,159,0,343,122
2024-01-23,E,Sports,155,0,372,68
2024-01-24,A,Electronics,67,1,112,29
2024-01-24,B,Grocery,119,0,470,53
2024-01-24,C,Clothing,158,0,405,86
2024-01-24,D,Home,13,0,121,63
2024-01-24,E,Sports,94,0,106,104
2024-01-25,A,Electronics,126,0,466,82
2024-01-25,B,Grocery,143,0,157,67
2024-01-25,C,Clothing,90,0,317,113
2024-01-25,D,Home,50,0,230,132
2024-01-25,E,Sports,153,1,485,131
2024-01-26,A,Electronics,141,0,397,138
2024-01-26,B,Grocery,188,0,114,38
2024-01-26,C,Clothing,194,0,256,69
2024-01-26,D,Home,161,0,276,99
2024-01-26,E,Sports,27,0,126,77
2024-01-27,A,Electronics,168,1,141,48
2024-01-27,B,Grocery,86,1,330,83
2024-01-27,C,Clothing,92,1,277,46
